19,194773
53,33475
62,543034
31,674294
55,642773
63,087223
41,779453
38,02613
35,632076
49,53903
52,392082
14,9429
17,505157
34,663094
64,91993
52,144627
33,356625
9,966173
11,352545
10,349066
35,5686
43,471424
64,111465
33,61406
48,853065
28,093859
25,199022
54,577526
37,394554
55,291508
39,31828
18,06504
32,094128
60,753002
30,733719
38,424847
62,650524
33,932014
35,142548
16,232561
51,49995
34,794518
53,734756
58,616043
42,84606
56,597397
26,81958
74,80482
34,07542
27,173256
16,907873
41,99839
25,786839
7,5323963
62,681942
52,03043
32,132915
41,594193
27,948452
40,647953
29,938725
42,120922
35,385025
43,902115
66,628456
49,67739
47,857933
48,46643
50,354683
52,11419
10,706272
11,904911
9,9422
64,199326
23,040527
52,88341
40,400578
58,60877
39,988308
57,564484
39,79944
37,83308
57,613678
50,561794
34,363194
52,700813
10,424789
29,396292
56,636974
52,29017
38,265514
36,692116
68,83983
56,06225
47,74794
27,384256
53,547577
27,715229
67,85151
27,283365
19,519543
19,02982
37,034016
40,512074
8,669682
38,05108
17,811905
27,535404
47,761246
69,05004
58,979404
31,68255
18,5716
32,84807
42,35058
50,751656
26,997833
10,520641
68,57381
74,52768
17,080526
24,177664
65,77277
16,94701
32,818993
39,119324
14,752577
44,61499
43,526173
28,984524
43,972763
31,15829
16,494564
15,81341
12,78083
30,154732
10,723167
29,354073
45,105026
65,50387
10,663719
33,13915
36,153343
37,33891
43,027893
41,653767
61,00329
18,01049
15,604048
25,633907
28,743744
34,86268
11,590284
36,368683
35,554478
41,26284
60,37207
38,424294
32,918884
43,093216
37,2599
65,635544
30,93049
41,771698
16,610819
53,32017
60,98194
44,39634
50,8718
67,572784
55,49584
39,76633
23,970203
30,230906
46,96433
51,482952
52,955154
16,172863
68,408295
32,32313
32,9356
64,64246
41,694016
21,603985
42,67134
67,10893
36,81883
34,693306
43,66809
67,634346
16,95546
10,580381
65,748634
61,969563
40,986645
71,27119
27,394411
49,581398
36,722904
19,32449
50,96628
71,78361
33,8958
52,99719
28,727648
62,003704
10,208914
41,358536
34,27911
51,98724
22,889935
31,778898
58,096073
13,439856
12,062046
43,786865
18,587477
33,173588
22,589481
59,599617
50,504326
45,337
37,57444
48,36022
64,490776
38,500652
53,510845
56,691265
60,17759
36,235493
35,238197
29,944658
40,59874
21,38837
15,907028
14,689959
47,02136
56,099712
53,649437
38,11159
41,43654
27,449818
35,342255
43,025864
37,766026
36,803944
53,560387
64,829315
67,35508
29,7067
23,159515
50,424194
35,699165
66,16408
67,677864
63,05276
39,666866
48,19719
46,78686
35,51379
21,564543
46,971775
40,0175
61,772453
64,250404
43,39287
45,141884
36,656334
56,145912
68,868454
26,22064
47,194504
48,461327
38,9457
18,140368
9,779425
36,89557
62,522728
66,34264
16,592487
16,514423
25,171717
26,697031
40,899216
15,22958
53,42149
55,551285
31,497877
30,694294
45,853386
36,030846
40,431293
37,32995
46,078644
34,80964
26,134022
35,207523
32,25027
26,616722
36,07153
54,910248
41,109974
23,52377
49,37165
74,09864
51,181763
62,5553
67,84134
49,474014
28,50623
27,759056
47,896294
23,198866
46,29984
27,245583
67,600464
62,37997
24,505484
64,917816
58,122173
0,46687317
50,29061
13,646091
36,237198
52,768024
39,07408
37,59168
63,379116
49,134712
39,187904
